,title,description,article_text
32,"Ibrahimovic sur les journalistes français : ""Maintenant, ils lèchent le c** de Benzema""",Zlatan Ibrahimovic a rappelé aux journalistes français qu’ils ont méchamment dénigré Karim Benzema avant de le porter aux nues. ," Lauréat du dernier Ballon d’Or France Football, Karim Benzema fait aujourd’hui l’unanimité. Aussi bien dans les médias de son pays qu’à l’étranger. Mais, cela n’a pas toujours été le cas par le passé. Il fut un temps où l’attaquant du Real Madrid a été sérieusement décrié. En particulier après la fameuse affaire de la sextape et durant sa longue mise à l’écart de l’équipe de France (2015-2021). Ibrahimovic rappelle l’hypocrisie des journalistes français Le traitement envers l’ancien lyonnais a donc varié au fil du temps. Un contraste qu’a remarqué Zlatan Ibrahimovic, même s’il ne joue plus en France depuis 2016. Pour les Suédois, Benzema a été injustement lynché par les journalistes de son pays. « Benzema est le Ballon d’or. Et maintenant ils disent quoi les journalistes ? Parce que si on retourne en arrière, pendant le mondial en Russie, j’ai dit que Benzema méritait d’être en sélection, et les journalistes français m’ont attaqué », a commencé par rappeler l’avant-centre milanais sur un ton furieux à Canal+. Le Suédois réduit aussi le mérite de Deschamps « Ils (les journalistes français) disent quoi maintenant ? Ils lèchent le cul de Benzema, a poursuivi vulgairement Ibrahimovic et sans prendre de gants. Je n’ai pas peur de dire ces mots, parce que quand j’étais dans les studios de BeIn Sports, pendant la Coupe du Monde 2018, ils m’ont posé des questions sur Karim. J’ai dit qu’il méritait d’être en sélection et ils m’ont attaqué parce que la France a gagné le Mondial. Oui mais si la France n’avait pas gagné avec cette équipe, ça aurait été un échec. Et maintenant qu’il a gagné le Ballon d’Or, que disent les médias en France ? » Des propos forts et qui sont aussi dirigés certainement envers Didier Deschamps, coupable de s’être privé de l’un des meilleurs joueurs de la planète. Selon Ibra, le mérite du sélectionneur français serait donc minime dans la conquête de la deuxième étoile en Russie. La Suède n’étant pas qualifiée pour le tournoi au Qatar, qui débute le 20 novembre prochain, Ibrahimovic va de nouveau pouvoir assister à cette compétition en tant que spectateur ou observateur avisé. Et il est bien content de voir les Bleus se produire avec Benzema au sein de leur ligne d’attaque. Pas sûr en revanche qu’il soit heureux de voir Kylian Mbappé, vu qu’il ne lui voue qu’une estime mesurée."
33,Top ou flop ? Thierry Henry juge Darwin Nunez,"Thierry Henry porte un jugement sur le phénomène de Liverpool, Darwin Nunez."," Le joueur de 23 ans est arrivé à Anfield mais a divisé l'opinion publique en raison de son style et de sa finition irrégulière. Mais malgré cela, il a marqué sept buts en 15 matchs et a marqué contre Naples en fin de match lors de la victoire 2-0 de mercredi. Thierry Henry, qui est considéré comme l'un des plus grands attaquants de l'histoire de la Premier League, septième au classement des meilleurs buteurs de tous les temps, a porté un jugement sur Nunez dans son rôle pour CBS Sports. ""Ce dont il a besoin, c'est de confiance et le type de confiance dont je parle, c'est quand vous êtes au club et que vous sentez que vous allez jouer semaine après semaine, vous êtes un peu plus froid devant le but. Parce qu'il veut en faire tellement et faire plaisir à tellement de gens - il veut épater les fans de Liverpool - il se précipite. Il perd le contrôle du ballon au lieu de revenir sur son pied droit ou de le terminer proprement"", a déclaré Henry. ""Je suis passé par là, quand vous arrivez et que vous êtes une grosse signature. Il remplace Sadio Mané et ce n'est pas facile à faire. Il en fait trop parfois au lieu d'être calme et cool. C'est le genre de gars qui, quand il en met un, ça commence à venir. ""Est-il un finisseur comme Robbie Fowler ? Je ne pense pas qu'il soit un finisseur comme Robbie Fowler, mais peu de gens le sont. Mais il a des buts en lui. ""Il est un peu plus difficile à manier, un peu plus comme un Alexis Sanchez ou un jeune Luis Suarez. Mais quand vous commencez à maîtriser ce à quoi vous êtes bon, je pense qu'il sera terrifiant."""
34,"Tudor et Payet au clash, Nasri joue les arbitres",Samir Nasri estime qu’Igor Tudor n’est pas responsable de l’imbroglio qui s’est produit contre Tottenham. Et il donne son avis sur le cas Payet.," Marseille est passé à la trappe mardi soir en Ligue des Champions. Et, le club phocéen a aussi dit adieu à la Ligue Europa en prenant un but dans les derniers instants de la partie. Une réalisation survenue alors que les joueurs n’étaient apparemment pas au courant qu’un nul leur suffisait pour finir en C3. Nasri charge Mbemba Chancel Mbemba a déclaré après la partie qu’il y avait un problème de communication et c’est pour ça que l’équipe a mal défendu sur cette action. Une version contestée par un certain Samir Nasri. L’ancien olympien a réagi ce mercredi par rapport à cet épisode fatal lors de l’émission Canal Football Club. Pour lui, c’est l’arrière congolais qui porte principalement la responsabilité de ce faux-pas. « Si les joueurs savaient qu’ils étaient en Ligue Europa et qu’ils sont allés à l’abordage alors ils ont manqué d’intelligence, a-t-il commencé par confier. Je pense que Mbemba doit prendre ses responsabilités. Il doit dire à ses coéquipiers de rester derrière. Le coach a fait passer la consigne à mon avis ». Beaucoup ont montré du doigt Igor Tudor pour la mauvaise gestion dans cette fin de rencontre. Mais pour Nasri, « ce n’est pas que la faute de l’entraineur ». « Il a peut-être fait des mauvais choix, mais a un moment donné t‘es joueur, t’as une expérience et un vécu. Des fois, il faut se contenter d’un nul ». 🗨️ ""Pour moi ce n'est pas que de la faute de l’entraineur""@SamNasri19 revient sur la désillusion Marseillaise à la dernière minute face à Tottenham 🎙️ pic.twitter.com/psmkEs3kl5 Tudor ignore Payet, Nasri l’applaudit L’ancien international a enchéri en indiquant que de manière globale « il y a un problème de communication dans le groupe. Je l’ai remarqué durant le Classique contre le PSG. Ils ont joué à pendant dix minutes alors que Tudor leur demandait de sortir la balle en touche ». Et quand on lui demande si l’entraineur croate a raison de continuer à snober Payet, Nasri rétorque : « Vous pensez vraiment que Tudor essaye de saboter lui-même l’équipe, en se disant que je ne le fais pas jouer parce que je ne l’aime pas ? ». Enfin, Nasri a conclu en indiquant qu’il est peu probable que Tudor saute de son poste dans un futur proche : « Il faut qu’il y ait une forte pression populaire, autrement c’est un désaveu de Longoria »."
35,"Antonella aux manettes, Messi mené à la baguette",Leo Messi est en fin de bail en juin prochain et a la possibilité d’activer une 3e saison en option au PSG.," Leo Messi ne pense pas à son futur. La Pulga se concentre actuellement pour la Coupe du monde 2022, afin de mener l’Argentine vers la victoire finale au Qatar, avant de se pencher sur son avenir en club. Mais certains y pensent pour lui. Sa femme, plus précisément. PSG ou Barça ? Même un départ en MLS est envisagé par le joueur de 35 ans. Selon le célèbre journaliste Daniel Riolo, sur RMC, Antonella Roccuzo, 33 ans n’était « pas contente » l’an dernier, avec notamment « un môme qui chiâle quand il va l’école ». Les enfants de La Pulga ont d’ailleurs été choqués par les sifflets du Parc des Prince en direction de Neymar et Messi après l’élimination en Ligue des champions aux mains du Real Madrid. De quoi donner des envies d'ailleurs à la patronne ?"
36,OM-Tottenham : Comment Tudor a trompé ses joueurs,"Lors du match contre Tottenham, Igor Tudor aurait choisi de ne pas avertir ses joueurs de leur 3ème place virtuelle en fin de match."," Outre l’élimination de l’Olympique de Marseille en Ligue des Champions suite à sa défaite face à Tottenham (1-2) mardi, la polémique concernant la connaissance ou non de la 3ème place virtuelle des Olympiens au moment du deuxième but des Spurs ne cesse d’alimenter les débats. D’après Chancel Mbemba, les joueurs sur le terrain n’étaient pas au courant, tandis que ceux sur le banc à ce moment l’étaient comme l’a confirmé Jonathan Clauss. Tudor a volontairement omis de prévenir ses joueurs Et si Igor Tudor avait expliqué que l’information n’avait pas été transmise à ses joueurs en raison du bruit venant des tribunes du Stade Vélodrome, cette explication n’est pas tout à fait vraie. Selon les informations de RMC Sport, le directeur sportif David Friio était descendu des tribunes afin de vérifier que le technicien croate et son staff étaient bien au courant de la situation, d’autant que le match entre l’Eintracht Francfort et le Sporting se terminait quelques minutes avant celui de l’OM. 👀 Les coulisses du fiasco de la fin de match lors d'OM-Tottenham. On y apprend notamment que Tudor a choisi de ne pas prévenir les joueurs du résultat de Francfort.https://t.co/ZxewUmOCUs Mais Tudor aurait lui-même choisi de ne pas prévenir ses joueurs. Après l’énorme occasion manquée par Sead Kolasinac – qui aurait propulsé l’OM en huitièmes de Ligue des Champions – il aurait eu peur de perturber ses joueurs et qu’ils se mettent à déjouer. Ce n’est finalement que sur la dernière action, bien trop tard, que l’entraîneur olympien aurait essayé d’avertir ses joueurs de leur 3ème place virtuelle, juste avant que Pierre-Emile Hojbjerg ne vienne glacer le Vélodrome. 🔎 Notre pauvre Eric Di Meco a souffert en commentant le raté de Kolasinac puis le but assassin de Tottenham à la dernière seconde. pic.twitter.com/KNg48Rmjk9 Les joueurs l'ont très mal vécu Une décision qui a bien évidemment mis en colère les joueurs azuréens, comme Mathéo Guendouzi qui évoque « un manque de communication et une faute professionnelle » ou encore le buteur Chancel Mbemba qui est apparu totalement désemparé en zone mixte après le coup de sifflet final. L’heure est maintenant à la remise en question, et Igor Tudor va devoir faire le nécessaire pour que ses joueurs ne le lâchent pas si tôt dans la saison."
37,La compo du PSG contre la Juventus : le choix étonnant de Galtier pour remplacer Neymar,"En l’absence de Neymar suspendu, le PSG devrait évoluer en 4-4-2 contre la Juventus ce mercredi."," Ce mercredi, le Paris Saint-Germain a l’occasion de valider sa première place dans le Groupe H de la Ligue des Champions. Pour cela, il faudra faire un résultat supérieur ou égal à celui du Benfica Lisbonne face au Maccabi Haïfa tout en ne se faisant pas rattraper à la différence de buts (+8 contre +4). Soler en 10 à la place de Neymar Et pour la réception des Bianconeri, les joueurs de la capitale devront faire sans Neymar, suspendu après avoir reçu trois cartons jaunes dans la compétition. Pour la cinquième fois consécutive, Christophe Galtier alignera donc une défense à 4, Presnel Kimpembe étant toujours blessé, avec Sergio Ramos et Marquinhos dans l’axe. Au milieu de terrain, c’est Carlos Soler qui remplacera la star brésilienne au poste de numéro 10 derrière Kylian Mbappé et Lionel Messi. Il sera suppléé au milieu par Marco Verratti, Fabian Ruiz et Vitinha. ⚽️ 𝗝𝗢𝗨𝗥 𝗗𝗘 𝗠𝗔𝗧𝗖𝗛 ⚽️🆚 @juventusfc 🏆 @ChampionsLeague 📱 #JUVPSG⌚️ 21h🔴 #AllezParis 🔵 pic.twitter.com/i87MZDM9xK Le milieu offensif espagnol enchaînera donc une deuxième titularisation pour la première fois depuis son arrivée dans la capitale française cet été, il avait ouvert son compteur but la semaine passée face au Maccabi Haïfa et tentera de se montrer de nouveau décisif. La Juve en grand danger De leur côté, les Turinois alignent deux anciens pensionnaires de Ligue 1, dont un ex-Parisien, avec Adrien Rabiot au milieu et Arkadiusz Milik en pointe. En cas de résultat négatif, les joueurs de la Vieille Dame pourraient potentiellement finir à la 4ème place de leur groupe et être éliminés de toutes compétitions européennes cette saison, une première depuis 12 ans. Le onze du PSG : Donnarumma ; Hakimi, Marquinhos, Ramos, Bernat - Verratti, Fabian Ruiz, Vitinha - Soler ; Messi, Mbappé."
38,OM : Di Meco prend la défense de Tudor et tacle Longoria après le fiasco en Ligue des Champions,"Suite à l'élimination de l'OM en Ligue des Champions, Éric Di Meco a estimé que Tudor n'était pas le seul responsable de cet échec."," Après la défaite de l’OM face à Tottenham (1-2) mardi soir, synonyme d’élimination de la Ligue des Champions et de toutes compétitions européennes cette saison, beaucoup cherchent des responsables. Et beaucoup estiment que l’entraîneur olympien Igor Tudor en est le principal, notamment pour avoir laissé Dimitri Payet et Gerson sur le banc, ce qui est le cas depuis quelques temps déjà. Di meco vise Longoria Mais pour Éric Di Meco, ancienne légende l’OM et désormais commentateur sur RMC Sport, le président du club Pablo Longoria a lui aussi une très grosse part de responsabilité dans cet échec. S’il ne dédouane pas totalement le technicien croate, le champion d’Europe 1993 estime que Longoria est également fautif, notamment dans le recrutement estival marseillais. 🗣 ""Tudor n'est pas seul reponsable. Qui le choisit Tudor ? Longoria a une part de responsabilité. Autant que l'entraîneur et les joueurs""⚪🔵 Eric Di Meco pointe la direction de l'OM et s'en prend à Longoria après la quatrième place de l'OM en Ligue des champions. pic.twitter.com/Yub0cBSi83 « Si Tudor vient, c’est parce qu’il n’a aucune exigence sur le mercato par rapport à Sampaoli. (...) Hier (mardi), quand Tudor se retourne vers le banc pour faire rentrer des joueurs et se qualifier en huitièmes, à part Payet qui ne rentre pas et c’est la faute de Tudor, il y a Luis Suarez de Wish, le petit Kaboré qui a 20 ans, Gerson qui n’a plus envie de jouer chez nous, et on m’explique que Tudor est responsable de tout. Il a une part de responsabilité car il en a tué certains moralement, mais des responsabilités sont à la tête du club », a-t-il lancé au micro du Super Moscato Show ce mercredi. Les joueurs également responsables Concernant le manque de communication sur le deuxième but de Tottenham – alors que l’OM était virtuellement reversé en Europa Ligue – Di Meco estime que les joueurs sont aussi critiquables. « Le coach n’a pas que ça à penser. Sur le banc, il y a 12 mecs ! Il suffit qu’il y en ait un qui le dise au latéral droit, qui le dit au défenseur central, et en 30 secondes l’équipe le sait et tu n’es pas obligé de gueuler aux mecs », a-t-il conclu."
39,Juventus-PSG : Super League et filet de veau... quel était le menu du déjeuner entre Nasser Al-Khelaïfi et Andrea Agnelli ?,Les deux présidents de Paris et Turin se sont retrouvés pour un repas au cours duquel ils ont défendu leur vision du football.," C’est un déjeuner protocolaire dont le PSG se passerait parfois. Comme avant chaque match de Ligue des champions, les présidents des deux clubs qui s’affrontent ont rendez-vous pour un repas dans un lieu huppé de la ville qui reçoit. Ce mardi, dirigeants turinois et parisiens s’étaient donné rendez-vous dans l’un des restaurants chics du centre-ville nommé « Del Cambio » Accompagné par Jean-Claude Blanc, le directeur général du PSG, Nasser Al-Khelaïfi y a retrouvé Andrea Agnelli (qui se trouvait avec Maurizio Arrivabene, membre du conseil d'administration de la Juve), avec qui il s’était opposé sur la création de la Super League. Le sujet est revenu sur la table. En préambule de ce déjeuner proposé par le chef Matteo Baronetto, les deux présidents ont chacun effectué un discours.  Face à l’auditoire, Agnelli a d’abord pris la parole, regrettant que le match de ce mardi n'est pas vraiment de sens car il ne revêt aucun enjeu pour la Juventus Turin, alors même que son club n’est pas encore qualifiée pour la Ligue Europa. Surtout, le président turinois a réitéré sa volonté de voir un jour une Super League naître.  Nasser Al-Khelaïfi est ensuite parti soutenir les U19 Dans la foulée, Nasser Al-Khelaïfi a répondu aux mots de son homologue sur un ton calme et posé, affirme un témoin de la scène, en mettant en avant l’idée que dans le football chacun doit avoir une chance de gagner et donc de perdre. Et que le football appartient à tous les clubs quelque soit leur taille ou leur histoire et que les plus grands clubs ne peuvent rester entre eux pour toujours rester les plus grands.  Malgré ces discours introductifs divergents, l’ambiance a semble-t-il été moins froide que lors des déjeuners qui avaient eu lieu en février et mars dernier avant la double confrontation des huitièmes de finale de la Ligue des champions entre le Real Madrid et le Paris Saint-Germain. Un autre témoin parle d’un moment cordial et respectueux mais sans effusion particulière.  Après près de deux heures, où les convives ont pu déguster du thon à la sauce rouge et aux câpres, du riz au safran et citron, avant de choisir entre de l’ombrine rôtie accompagnée de champignons et de pomme de terre ou du filet de veau garni de betteraves, Nasser Al-Khelaïfi a pris la direction du centre d’entraînement de la Juventus afin de soutenir les U19 parisiens, qui affrontent les turinois pour obtenir la première place de leur groupe."
40,La déclaration ahurissante de Mbemba après la défaite de l’OM,"Après la défaite face à Tottenham, Chancel Mbemba a admis une terrible erreur commise par les joueurs de l’OM en fin de rencontre."," L’Olympique de Marseille a connu une énorme désillusion mardi soir au Stade Vélodrome. Face à Tottenham, les Olympiens ont réalisé une superbe première période, récompensée par un but de Chancel Mbemba dans les arrêts de jeu leur permettant d’être virtuellement qualifiés à la pause. Mais les hommes d’Igor Tudor ont sombré dans le deuxième acte, concédant l’égalisation par Clément Lenglet (54è) avant de prendre un terrible coup de massue par Pierre-Emile Hojbjerg à la 95è, les éliminant de toutes les compétitions européennes. ⏱ 90’⎪#OMTOT 1️⃣-2️⃣L’aventure européenne s’arrête ce soir pour nos Olympiens. pic.twitter.com/R75dehYmgW Les joueurs marseillais « ne savaient pas » Car si une victoire était la seule issue possible pour se hisser en huitième de finale, un nul aurait permis aux Marseillais d’être reversés en Europa Ligue, ce qui ne sera finalement pas le cas. Mais au moment de la contre-attaque des Spurs sur cette dernière action, la non-réaction des joueurs azuréens a choqué, donnant l’impression qu’ils n’étaient pas au courant qu’ils pouvaient encore finir 3èmes en conservant ce nul. Une impression confirmée par le buteur du soir Chancel Mbemba en zone mixte après la rencontre. « Nous sur le terrain, on ne savait pas (qu’ils étaient 3èmes). Mais sur le banc, ils savaient, c’est un manque de communication. Parce que nous, on avait la rage de pousser jusqu’à la fin mais c’est un manque de communication et une erreur de notre part », a confié le défenseur congolais. Il y avait trop de bruit dans le stade De son côté, Igor Tudor explique avoir « demandé aux joueurs de ne pas trop aller vers l’avant, de ne pas se déséquilibrer » mais qu’il « y avait beaucoup bruit (dans les tribunes), ça n’a pas permis de bien l’expliquer aux gars ». Un but qui finit donc par coûter cher aux Olympiens, qui ne connaîtront pas de printemps européen et qui concluent leur campagne de Ligue des Champions à la dernière place de leur groupe pour la troisième fois consécutive (après 2013 et 2020). Ils doivent donc maintenant tenter de reprendre leur marche en avant en championnat après quatre match sans succès, avec la réception de Lyon dimanche."
41,Un MEGAFLOP ? Le Barça stupéfait par la nullité de Raphinha,Raphinha a rejoint le FC Barcelone cet été avec beaucoup d'enthousiasme et de battage autour de sa signature," Le Brésilien a rejoint le club depuis Leeds après quelques années d'excellence au sein de l'équipe de Premier League, assurant son maintien dans l'élite anglaise, et il est parti avec d'énormes attentes. Raphinha a également connu un début de carrière brillant, avec de bons résultats en pré-saison et des performances impressionnantes, mais cela n'a pas été le cas pour la suite. Aujourd'hui, certaines personnalités du FC Barcelone ont des doutes sur sa signature et se demandent s'ils n'ont pas fait une erreur en dépensant une grosse somme pour le faire venir au club. Le FC Barcelone a déboursé 48 millions d'euros pour le faire venir de Leeds United, un gros risque compte tenu de sa situation financière actuelle. Deux mois après son arrivée au club, il a perdu son rôle de titulaire dans l'équipe et lorsqu'il fait des apparitions, elles sont rarement spectaculaires, laissant le club perplexe face à son manque d'impact. Selon AS, les responsables du FC Barcelone sont perplexes : ils pensent que le joueur est très performant à l'entraînement, mais ils ne savent pas pourquoi cela ne se traduit pas par des performances sur le terrain. Ils sont conscients que Raphinha a un grand potentiel et continueront à lui faire confiance, même s'il ne commencera pas tous les matchs de l'équipe première. Il y a beaucoup de concurrence sur l'aile pour Raphinha, et pour le moment, c'est Ousmane Dembele qui occupe ce rôle. Barcelone estime que Raphinha réduit l'équilibre de l'équipe et aurait idéalement besoin d'un autre milieu de terrain pour couvrir son manque de contribution au ballon. Les temps sont tendus à Barcelone et l'élimination en phase de groupe de la Ligue des champions n'aide pas."
42,Pourquoi Lewandowski ne manque pas au Bayern Munich,"Le départ de Lewandowski aurait pu laisser un grand vide au Bayern Munich, mais un joueur surprenant est venu le combler."," Comment remplacer un joueur capable de marquer une cinquantaine de buts par saison ? Voici une question que dirigeants et supporters du Bayern Munich ont dû se poser au moment où Robert Lewandowski a troqué le maillot du Bayern contre celui du FC Barcelone après 8 ans de bons et loyaux services en Bavière. Choupo-Moting bat Mané dans les sondages On attendait forcément Sadio Mané, recruté pour 32 millions d’euros et censé remplacer le buteur polonais après un superbe passage à Liverpool. Mais l’international sénégalais peine encore à se montrer assez régulier aux yeux des fans du club. Ces derniers ont d’ailleurs leur nouveau chouchou, et il a de quoi surprendre puisqu’il s’agit... d’Éric Choupo-Moting. Ladies and gentlemen, your 𝑀𝐴𝑁 𝑂𝐹 𝑇𝐻𝐸 𝑀𝐴𝑇𝐶𝐻 🤩#FCBInter #UCL pic.twitter.com/z2iBQdpvPk L’ancien Parisien, qui n’a jamais eu plus qu’un rôle de doublure à Munich, avait vu son début de saison retardé par une blessure à l’aine. Mais après cumulé seulement 71 minutes de jeu entre août et septembre, l’international camerounais a grappillé du temps de jeu au mois d’octobre, et il le rend bien. Sur ses neuf derniers matches toutes compétitions confondues, l’attaquant de 33 ans a inscrit 8 buts et délivré 3 passes décisives et a donc été décisif toutes les 49 minutes en moyenne. Choupo-Moting, de remplaçant à joueur ultra décisif Choupo's last 6️⃣ games:⚽️🅰️ vs. Freiburg⚽️⚽️🅰️ vs. Augsburg⚽️ vs. Hoffenheim⚽️ vs. Barcelona⚽️🅰️ vs. Mainz⚽️ vs. Inter So hot right now 🔥 pic.twitter.com/Z0uDWIaiWA Face à l’Inter Milan mardi soir, « Choupo » s’est encore illustré avec une superbe frappe des vingt mètres qui a terminé sa course dans la lucarne d’André Onana, mais également pour l’ensemble de sa performance qui lui a permis de recevoir le trophée d’Homme du match. Cela fait désormais 6 matches que Choupo-Moting enchaîne comme titulaire, ce qui ne lui était plus arrivé depuis avril 2021, et ses performances pourraient convaincre Julian Nagelsmann de le positionner encore à la pointe de l’attaque du Bayern."
43,"Real Sociedad – Manchester United : diffusion TV, live streaming, compo probable et avant-match","Où voir le match, heure du coup d’envoi, les compositions des équipes : GOAL vous dévoile toutes les informations utiles sur Real Sociedad – Mancheste"," La Real Sociedad et Manchester United au duel pour la première place Battus par les Basques lors de la première journée (0-1), Manchester United s’est bien rattrapé en enchaînant quatre victoires d’affilée et pointent désormais à 3 points de leurs adversaires du soir, qui ont fait carton plein avec cinq succès en autant de matches. Pour espérer prendre la première place aux Espagnols, Cristiano Ronaldo et ses coéquipiers devront néanmoins s’imposer par deux buts d’écart à la Reale Arena. Date, horaire et lieu de Real Sociedad - Manchester United Date : Jeudi 3 novembre Ville : San Sebastian Stade : Stade d’Anoeta Heure du coup d’envoi : 18h45 Compétition : 6ème journée de la phase de groupes d’Europa Ligue Arbitre de la rencontre : Georgi Kabakov Sur quelle chaîne voir le match Real Sociedad – Manchester United ? En France, le match entre la Real Sociedad et Manchester United sera diffusé sur RMC Sport 4. Le streaming pour voir le match Real Sociedad – Manchester United Il vous sera également possible de voir le match en streaming via l’application RMC Sport. REAL SOCIEDAD – MANCHESTER UNITED : L’AVANT-MATCH Joueurs retenus, joueurs blesses, joueurs suspendus pour Real Sociedad – Manchester United Du côté des Red Devils, Raphaël Varane manque toujours à l’appel en raison de sa blessure à la cuisse. Pour les pensionnaires de Liga, la liste des absents est beaucoup plus longue avec plusieurs joueurs importants tels que David Silva, Takefusa Kubo, Aihen Munoz, tous forfaits pour cause de blessure, et bien sûr Mikel Oyarzabal, absent depuis mars en raison de sa rupture du ligament croisé. Les compositions probables pour la rencontre Real Sociedad – Manchester United Real Sociedad : Remiro – Gorosabel, Zubeldia, Pacheco, D. Rico – Merino, Zubimendi, Guevara – B. Mendez – Sorloth, C. Fernandez. Manchester United : De Gea – Dalot, Li. Martinez, Maguire, Shaw – Casemiro, Eriksen – Antony, B. Fernandes, Rashford – C. Ronaldo."
44,Ligue des champions : la liste des équipes qui ont remporté tous leurs matches lors de la phase de groupes,Découvrez quelles sont les équipes qui ont remporté tous leurs matches lors de la phase de groupes de la Ligue des champions. ," C'est à partir de la saison 1991-1992 que l'UEFA a instauré une phase de groupes en Ligue des champions.  Et il arrive, très rarement, qu'un club arrive à remporter ses six matches lors de cette phase de groupes. C'est arrivé onze fois depuis 1992-1993. Certaines équipes l'ont fait plusieurs fois mais une seule l'a fait deux années de suite : le Bayern Munich.  Un seul club français a réussi cette performance (le PSG) et lors de la saison 2021-2022, trois clubs y sont parvenus en même temps sur les huit groupes ! "
45,"Arsenal – FC Zurich : diffusion TV, live streaming, compo probable et avant-match","Où voir le match, heure du coup d'envoi, les compositions des équipes : GOAL vous dévoile toutes les informations utiles sur Arsenal-Zurich."," Arsenal doit conclure Si Arsenal occupe la tête du groupe A avec 12 points, le club londonien n'a pas encore assuré définitivement sa qualification directe pour les huitièmes de finale puisque le PSV Eindhoven, deuxième, compte 10 points.  Les Gunners devront donc assurer le coup face à un FC Zurich bon dernier du groupe avec seulement 3 points.  Date, horaire et lieu d'Arsenal-FC Zurich  Date : jeudi 3 novembre 2022 Ville : Londres (Royaume-Uni) Stade : Emirates Stadium  Heure du coup d'envoi : 21h00 heure française Compétition : 6e journée de la phase de groupes de la Ligue Europa 2022-2023  Arbitre de la rencontre : Monsieur Erik Lambrechts (Belgique) Sur quelle chaîne voir le match Arsenal-FC Zurich ? En France, la confrontation entre Arsenal et le FC Zurich sera diffusée sur RMC Sport 2. Les commentaires seront assurés par Samyr Hamoudi et Kévin Diaz.  Le streaming pour voir le match Arsenal-FC Zurich Il vous sera aussi de possible de voir la rencontre en Streaming via l'application RMC SPORT. ARSENAL-FC ZURICH, L'AVANT-MATCH A Arsenal, Bukayo Saka est incertain pour affronter le FC Zurich après sa blessure contractée en championnat contre Nottingham Forest. Oleksandr Zintchenko et Matt Turner sont également incertains.  Emile Smith-Rowe et Mohamed Elneny sont forfaits. L'Egyptien vient tout juste de reprendre l'entraînement tandis qu' « ESR » est toujours blessé.  Chez les Suisses, plusieurs joueurs sont absents en raison d'une blessure : Mirlaid Kryeziu, Ilan Sauter, Blerim Dzemaili, Donis Avdijaj et Miguel Reichmuth.  Arsenal : Ramsdale - Tomiyasu, Holding, Gabriel, Tierney - Odegaard, Lokonga, Vieira - Nelson, Nketiah, Martinelli. FC Zurich : Brecher - Mets, Aliti, Kamberi - Boranijasevic, Selnaes, Conde, Guerrero - Marchesano - Okita, Tosin. ● Arsenal vient de battre Nottignham Forest 5-0 en championnat. C'est la plus large victoire des Gunners en 2022.  ● Après 6 nuls et 7 défaites, le FC Zurich a remporté son premier match de championnat suisse le week-end dernier en battant Sion.  "
46,"Monaco – Etoile Rouge de Belgrade : diffusion TV, live streaming, compo probable et avant-match","Où voir le match, heure du coup d'envoi, les compositions des équipes : GOAL vous dévoile toutes les informations utiles sur Monaco-Belgrade."," Monaco doit conserver sa deuxième place Dans le groupe H, l'AS Monaco, deuxième avec 7 points, ne peut plus espérer rattraper le leader, Ferencavros (10 points).   L'objectif de Monaco est donc de sécuriser sa deuxième place, synonyme de barrages mais les hommes de Clement peuvent encore tout perdre puisque derrière eux, Trabzonspor et l'Etoile Rouge de Belgrade possèdent 6 points.  Date, horaire et lieu de Monaco-Etoile Rouge de Belgrade Date : jeudi 3 novembre 2022 Ville : Monaco (Monaco) Stade : Stade Louis-II  Heure du coup d'envoi : 18h45 heure française Compétition : 6e journée de la phase de groupes de la Ligue Europa 2022-2023  Arbitre de la rencontre : Monsieur Serdar Gözübüyük (Pays-Bas)  Sur quelle chaîne voir le match Monaco-Etoile Rouge de Belgrade ? En France, la confrontation entre l'AS Monaco et l'Etoile Rouge de Belgrade sera diffusée sur RMC SPORT 1. Les commentaires seront assurés par Stéphane Guy et Eric Roy avec Rémi Dumont en bord terrain.  Le streaming pour voir le match Monaco-Etoile Rouge de Belgrade Il vous sera aussi de possible de voir la rencontre en Streaming via l'application RMC SPORT. AS MONACO-ETOILE ROUGE DE BELGRADE, L'AVANT-MATCH A Monaco, Mohamed Camara, suspendu ce week-end, est disponible. Blessé à un pied le 18 septembre, Ruben Aguilar a achevé sa phase de réathlétisation mais il n'est pas encore prêt à jouer.  Monaco : Nübel - Vanderson, Disasi, B. Badiashile, Caio Henrique - K. Diatta, Yo. Fofana, M. Camara, Golovine - Embolo, Ben Yedder. Etoile Rouge de Belgrade : Borjan - Erakovic, Dragovic, Rodic, Gobeljic - Kanga, Sanogo - Bukari, Katai, Mitrovic - Pesic. ● Monaco n'a perdu qu'un seul de ses neuf derniers matches.  ●  Toutes compétitions confondues, Aleksandar Pesic a inscrit cinq buts lors de ses quatre derniers matches. "
